Minerali,per porzione,% RDA
Calcio,"42,0 mg","4,2 %"
Rame,"0,3 mg","29,2 %"
Ferro,"8,8 mg","58,9 %"
Magnesio,"68,3 mg","22,8 %"
Manganese,"1,2 mg","58,8 %"
Fosforo,"229,3 mg","32,8 %"
Potassio,"245,0 mg","12,3 %"
Selenio,"< 0,1 mg","211,2 %"
Zinco,"1,8 mg","25,0 %"
