Valori nutrizionali,per porzione,% RDA
Valore calorico,284 kcal 1.189 kJ,"14,2 %"
Grassi,"22,3 g","34,3 %"
Grassi saturi,"8,1 g","36,9 %"
Grassi monoinsaturi,"10,1 g","34,8 %"
Grassi polinsaturi,"0,7 g","5,0 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"19,3 g","26,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"132,0 mg","440,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"57,9 g","2,9 %"
