Valori nutrizionali,per porzione,% RDA
Valore calorico,109 kcal 457 kJ,"5,5 %"
Grassi,"1,7 g","2,6 %"
Grassi saturi,"0,2 g","1,0 %"
Grassi monoinsaturi,"0,1 g","0,4 %"
Grassi polinsaturi,"0,8 g","5,4 %"
Carboidrati,"18,3 g","6,8 %"
Zuccheri,"9,9 g","19,8 %"
Proteine,"12,6 g","17,3 %"
Fibre alimentari,"8,4 g","2,8 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"800,7 g","40,0 %"
