Minerali,per porzione,% RDA
Calcio,"0,0 mg","0,0 %"
Rame,"< 0,1 mg","0,5 %"
Ferro,"< 0,1 mg","0,4 %"
Magnesio,"0,8 mg","0,3 %"
Manganese,"< 0,1 mg","0,2 %"
Fosforo,"5,3 mg","0,8 %"
Potassio,"18,0 mg","0,9 %"
Selenio,"< 0,1 mg","0,4 %"
Zinco,"< 0,1 mg","0,5 %"
