Minerali,per porzione,% RDA
Calcio,"9,5 mg","0,9 %"
Rame,"0,2 mg","22,4 %"
Ferro,"4,5 mg","29,7 %"
Magnesio,"36,5 mg","12,2 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"318,6 mg","45,5 %"
Potassio,"507,6 mg","25,4 %"
Selenio,"< 0,1 mg","152,6 %"
Zinco,"14,1 mg","201,0 %"
