Valori nutrizionali,per porzione,% RDA
Valore calorico,248 kcal 1.036 kJ,"12,4 %"
Grassi,"8,6 g","13,2 %"
Grassi saturi,"2,4 g","10,9 %"
Grassi monoinsaturi,"2,1 g","7,3 %"
Grassi polinsaturi,"1,7 g","11,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"39,8 g","54,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"197,5 mg","658,5 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"185,9 g","9,3 %"
