Minerali,per porzione,% RDA
Calcio,"54,5 mg","5,5 %"
Rame,"0,3 mg","26,8 %"
Ferro,"5,2 mg","34,9 %"
Magnesio,"52,3 mg","17,4 %"
Manganese,"< 0,1 mg","2,8 %"
Fosforo,"405,5 mg","57,9 %"
Potassio,"540,6 mg","27,0 %"
Selenio,"< 0,1 mg","239,8 %"
Zinco,"13,9 mg","198,4 %"
