Minerali,per porzione,% RDA
Calcio,"171,6 mg","17,2 %"
Rame,"0,2 mg","20,3 %"
Ferro,"2,5 mg","16,7 %"
Magnesio,"74,1 mg","24,7 %"
Manganese,"0,5 mg","27,1 %"
Fosforo,"49,4 mg","7,1 %"
Potassio,"356,2 mg","17,8 %"
Selenio,"< 0,1 mg","3,9 %"
Zinco,"0,3 mg","4,5 %"
