Valori nutrizionali,per porzione,% RDA
Valore calorico,269 kcal 1.125 kJ,"13,4 %"
Grassi,"10,9 g","16,8 %"
Grassi saturi,"5,0 g","22,5 %"
Grassi monoinsaturi,"3,9 g","13,3 %"
Grassi polinsaturi,"2,0 g","13,0 %"
Carboidrati,"30,3 g","11,3 %"
Zuccheri,"3,5 g","7,0 %"
Proteine,"12,3 g","16,9 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"25,0 mg","83,2 %"
Sodio,"0,8 g","0,1 %"
Acqua,"39,7 g","2,0 %"
