Valori nutrizionali,per porzione,% RDA
Valore calorico,149 kcal 622 kJ,"7,4 %"
Grassi,"0,7 g","1,0 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"0,2 g","0,7 %"
Grassi polinsaturi,"0,2 g","1,0 %"
Carboidrati,"37,9 g","14,1 %"
Zuccheri,"30,5 g","60,9 %"
Proteine,"2,3 g","3,1 %"
Fibre alimentari,"7,4 g","2,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"182,6 g","9,1 %"
