Minerali,per porzione,% RDA
Calcio,"42,7 mg","4,3 %"
Rame,"0,3 mg","30,5 %"
Ferro,"1,3 mg","8,5 %"
Magnesio,"21,4 mg","7,1 %"
Manganese,"0,9 mg","45,8 %"
Fosforo,"79,3 mg","11,3 %"
Potassio,"143,4 mg","7,2 %"
Selenio,"< 0,1 mg","45,8 %"
Zinco,"1,8 mg","26,1 %"
