Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,6 mg","147,8 %"
Vitamina B11,"0,7 mg","174,4 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"1,6 mg","115,6 %"
Vitamina B3,"3,0 mg","18,9 %"
Vitamina B5,"1,5 mg","24,6 %"
Vitamina B6,"0,7 mg","50,1 %"
Vitamina C,"11,2 mg","14,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"1,6 mg","13,2 %"
Vitamina K,"< 0,1 mg","0,1 %"
