Minerali,per porzione,% RDA
Calcio,"308,0 mg","30,8 %"
Rame,"0,6 mg","64,6 %"
Ferro,"3,1 mg","20,9 %"
Magnesio,"68,8 mg","22,9 %"
Manganese,"0,5 mg","25,3 %"
Fosforo,"346,8 mg","49,5 %"
Potassio,"1.178,1 mg","58,9 %"
Selenio,"< 0,1 mg","31,9 %"
Zinco,"2,2 mg","30,8 %"
