Minerali,per porzione,% RDA
Calcio,"18,7 mg","1,9 %"
Rame,"0,1 mg","14,0 %"
Ferro,"0,2 mg","1,0 %"
Magnesio,"7,1 mg","2,4 %"
Manganese,"< 0,1 mg","1,6 %"
Fosforo,"48,1 mg","6,9 %"
Potassio,"69,1 mg","3,5 %"
Selenio,"< 0,1 mg","26,2 %"
Zinco,"0,7 mg","10,6 %"
