Minerali,per porzione,% RDA
Calcio,"37,4 mg","3,7 %"
Rame,"0,2 mg","18,5 %"
Ferro,"1,2 mg","7,9 %"
Magnesio,"55,0 mg","18,3 %"
Manganese,"0,1 mg","6,6 %"
Fosforo,"66,0 mg","9,4 %"
Potassio,"1.078,0 mg","53,9 %"
Selenio,"< 0,1 mg","4,4 %"
Zinco,"0,3 mg","3,8 %"
