Vitamine,per porzione,% RDA
Vitamina A,"25,2 mg","3.146,2 %"
Vitamina B1,"0,8 mg","70,3 %"
Vitamina B11,"0,2 mg","61,3 %"
Vitamina B12,"0,3 mg","10.281,6 %"
Vitamina B2,"13,5 mg","967,2 %"
Vitamina B3,"40,8 mg","255,2 %"
Vitamina B5,"13,3 mg","221,8 %"
Vitamina B6,"1,6 mg","117,6 %"
Vitamina C,"13,4 mg","16,8 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
