Valori nutrizionali,per porzione,% RDA
Valore calorico,158 kcal 662 kJ,"7,9 %"
Grassi,"4,7 g","7,2 %"
Grassi saturi,"1,1 g","4,8 %"
Grassi monoinsaturi,"0,7 g","2,5 %"
Grassi polinsaturi,"0,8 g","5,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"27,3 g","37,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"716,0 mg","2.386,7 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"66,9 g","3,3 %"
