Valori nutrizionali,per porzione,% RDA
Valore calorico,236 kcal  988 kJ,"11,8 %"
Grassi,"20,0 g","30,8 %"
Grassi saturi,"6,0 g","27,3 %"
Carboidrati,"1,0 g","0,4 %"
Zuccheri,"1,0 g","2,0 %"
Proteine,"13,0 g","17,8 %"
Fibre alimentari,"0,5 g","0,2 %"
Sodio,"< 0,1 g","< 0,1 %"
