Valori nutrizionali,per porzione,% RDA
Valore calorico,74 kcal 310 kJ,"3,7 %"
Grassi,"1,3 g","2,0 %"
Grassi saturi,"0,5 g","2,4 %"
Grassi monoinsaturi,"0,2 g","0,6 %"
Grassi polinsaturi,"< 0,1 g","0,5 %"
Carboidrati,"14,8 g","5,5 %"
Zuccheri,"12,0 g","24,0 %"
Proteine,"0,9 g","1,2 %"
Fibre alimentari,"0,6 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"179,3 g","9,0 %"
