Minerali,per porzione,% RDA
Calcio,"9,3 mg","0,9 %"
Rame,"< 0,1 mg","1,0 %"
Ferro,"0,3 mg","1,8 %"
Magnesio,"2,3 mg","0,8 %"
Manganese,"< 0,1 mg","1,0 %"
Fosforo,"12,6 mg","1,8 %"
Potassio,"15,7 mg","0,8 %"
Selenio,"< 0,1 mg","1,4 %"
Zinco,"< 0,1 mg","1,0 %"
