Minerali,per porzione,% RDA
Calcio,"45,1 mg","4,5 %"
Rame,"0,1 mg","13,1 %"
Ferro,"0,5 mg","3,0 %"
Magnesio,"16,4 mg","5,5 %"
Manganese,"0,2 mg","10,3 %"
Fosforo,"39,0 mg","5,6 %"
Potassio,"276,8 mg","13,8 %"
Selenio,"< 0,1 mg","4,1 %"
Zinco,"0,4 mg","5,9 %"
