Valori nutrizionali,per porzione,% RDA
Valore calorico,1.849 kcal 7.742 kJ,"92,5 %"
Grassi,"205,0 g","315,4 %"
Grassi saturi,"97,0 g","440,8 %"
Grassi monoinsaturi,"83,2 g","287,0 %"
Grassi polinsaturi,"16,0 g","106,6 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,0 g","0,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"209,1 mg","697,0 %"
Sodio,"0,0 g","0,0 %"
Acqua,"0,0 g","0,0 %"
