Valori nutrizionali,per porzione,% RDA
Valore calorico,153 kcal 642 kJ,"7,7 %"
Grassi,"3,9 g","5,9 %"
Grassi saturi,"0,4 g","1,8 %"
Carboidrati,"24,9 g","9,3 %"
Zuccheri,"1,1 g","2,1 %"
Proteine,"4,2 g","5,8 %"
Sale,"< 0,1 g","0,3 %"
Fibre alimentari,"1,3 g","0,4 %"
