Minerali,per porzione,% RDA
Calcio,"19,2 mg","1,9 %"
Rame,"0,1 mg","12,0 %"
Ferro,"0,6 mg","4,3 %"
Magnesio,"16,8 mg","5,6 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"74,4 mg","10,6 %"
Potassio,"444,0 mg","22,2 %"
Selenio,"< 0,1 mg","9,6 %"
Zinco,"0,4 mg","5,8 %"
