Minerali,per porzione,% RDA
Calcio,"96,7 mg","9,7 %"
Rame,"0,3 mg","31,2 %"
Ferro,"2,0 mg","13,3 %"
Magnesio,"21,8 mg","7,3 %"
Manganese,"0,6 mg","31,2 %"
Fosforo,"146,6 mg","20,9 %"
Potassio,"1.014,0 mg","50,7 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,4 mg","20,5 %"
