Minerali,per porzione,% RDA
Calcio,"1,2 mg","0,1 %"
Rame,"< 0,1 mg","1,7 %"
Ferro,"< 0,1 mg","0,6 %"
Magnesio,"2,2 mg","0,7 %"
Manganese,"< 0,1 mg","0,6 %"
Fosforo,"25,5 mg","3,6 %"
Potassio,"38,2 mg","1,9 %"
Selenio,"< 0,1 mg","1,1 %"
Zinco,"0,3 mg","4,5 %"
