Minerali,per porzione,% RDA
Calcio,"4,5 mg","0,4 %"
Rame,"< 0,1 mg","2,4 %"
Ferro,"0,1 mg","0,9 %"
Magnesio,"2,8 mg","0,9 %"
Manganese,"< 0,1 mg","1,3 %"
Fosforo,"4,3 mg","0,6 %"
Potassio,"41,2 mg","2,1 %"
Selenio,"< 0,1 mg","0,2 %"
Zinco,"< 0,1 mg","0,4 %"
