Minerali,per porzione,% RDA
Calcio,"45,5 mg","4,6 %"
Rame,"0,2 mg","15,1 %"
Ferro,"1,5 mg","9,9 %"
Magnesio,"40,0 mg","13,3 %"
Manganese,"0,7 mg","34,5 %"
Fosforo,"92,8 mg","13,3 %"
Potassio,"307,6 mg","15,4 %"
Selenio,"< 0,1 mg","1,8 %"
Zinco,"0,9 mg","12,7 %"
