Minerali,per porzione,% RDA
Calcio,"423,0 mg","42,3 %"
Rame,"0,9 mg","85,5 %"
Ferro,"12,6 mg","84,0 %"
Magnesio,"513,0 mg","171,0 %"
Manganese,"2,0 mg","100,0 %"
Fosforo,"499,5 mg","71,4 %"
Potassio,"447,8 mg","22,4 %"
Selenio,"< 0,1 mg","126,0 %"
Zinco,"3,9 mg","55,3 %"
