Valori nutrizionali,per porzione,% RDA
Valore calorico,176 kcal 735 kJ,"8,8 %"
Grassi,"0,4 g","0,6 %"
Grassi saturi,"0,1 g","0,5 %"
Grassi monoinsaturi,"0,1 g","0,4 %"
Grassi polinsaturi,"0,1 g","0,7 %"
Carboidrati,"38,0 g","14,2 %"
Zuccheri,"< 0,1 g","0,1 %"
Proteine,"3,6 g","5,0 %"
Fibre alimentari,"0,5 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"92,4 g","4,6 %"
