Minerali,per porzione,% RDA
Calcio,"15,5 mg","1,5 %"
Rame,"< 0,1 mg","7,1 %"
Ferro,"1,2 mg","8,3 %"
Magnesio,"18,1 mg","6,0 %"
Manganese,"< 0,1 mg","2,5 %"
Fosforo,"133,3 mg","19,0 %"
Potassio,"165,1 mg","8,3 %"
Selenio,"< 0,1 mg","66,5 %"
Zinco,"1,8 mg","25,1 %"
