Valori nutrizionali,per porzione,% RDA
Valore calorico,293 kcal 1.226 kJ,"14,6 %"
Grassi,"7,3 g","11,2 %"
Grassi saturi,"1,1 g","5,1 %"
Grassi monoinsaturi,"2,6 g","8,8 %"
Grassi polinsaturi,"2,6 g","17,2 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"53,4 g","73,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"140,4 mg","468,1 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"176,7 g","8,8 %"
