Minerali,per porzione,% RDA
Calcio,"35,9 mg","3,6 %"
Rame,"0,8 mg","82,8 %"
Ferro,"2,4 mg","16,1 %"
Magnesio,"149,5 mg","49,8 %"
Manganese,"0,9 mg","44,9 %"
Fosforo,"303,6 mg","43,4 %"
Potassio,"296,7 mg","14,8 %"
Selenio,"< 0,1 mg","81,3 %"
Zinco,"2,3 mg","32,9 %"
