Minerali,per porzione,% RDA
Calcio,"14,0 mg","1,4 %"
Rame,"< 0,1 mg","8,0 %"
Ferro,"1,1 mg","7,3 %"
Magnesio,"2,6 mg","0,9 %"
Manganese,"< 0,1 mg","1,2 %"
Fosforo,"40,0 mg","5,7 %"
Potassio,"27,6 mg","1,4 %"
Selenio,"< 0,1 mg","27,7 %"
Zinco,"0,6 mg","8,1 %"
