Valori nutrizionali,per porzione,% RDA
Valore calorico,35 kcal 145 kJ,"1,7 %"
Grassi,"0,6 g","1,0 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"0,0 g","0,0 %"
Grassi polinsaturi,"0,0 g","0,0 %"
Carboidrati,"6,7 g","2,5 %"
Zuccheri,"1,7 g","3,4 %"
Proteine,"2,1 g","2,9 %"
Fibre alimentari,"3,0 g","1,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"94,3 g","4,7 %"
