Valori nutrizionali,per porzione,% RDA
Valore calorico,265 kcal 1.108 kJ,"13,2 %"
Grassi,"17,2 g","26,4 %"
Grassi saturi,"11,3 g","51,3 %"
Grassi monoinsaturi,"4,2 g","14,6 %"
Grassi polinsaturi,"0,8 g","5,0 %"
Carboidrati,"13,1 g","4,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"14,7 g","20,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"66,2 mg","220,5 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"197,7 g","9,9 %"
