Minerali,per porzione,% RDA
Calcio,"74,9 mg","7,5 %"
Rame,"0,9 mg","93,2 %"
Ferro,"0,5 mg","3,6 %"
Magnesio,"73,7 mg","24,6 %"
Manganese,"0,1 mg","6,2 %"
Fosforo,"222,3 mg","31,8 %"
Potassio,"518,2 mg","25,9 %"
Selenio,"< 0,1 mg","201,5 %"
Zinco,"6,9 mg","99,2 %"
