Valori nutrizionali,per porzione,% RDA
Valore calorico,790 kcal 3.308 kJ,"39,5 %"
Grassi,"48,4 g","74,5 %"
Grassi saturi,"18,3 g","83,1 %"
Grassi monoinsaturi,"16,0 g","55,1 %"
Grassi polinsaturi,"12,0 g","79,7 %"
Carboidrati,"52,8 g","19,7 %"
Zuccheri,"13,0 g","26,0 %"
Proteine,"35,4 g","48,4 %"
Fibre alimentari,"3,2 g","1,1 %"
Colesterolo,"113,8 mg","379,2 %"
Sodio,"1,4 g","0,3 %"
Acqua,"173,5 g","8,7 %"
