Valori nutrizionali,per porzione,% RDA
Valore calorico,139 kcal 583 kJ,"7,0 %"
Grassi,"4,5 g","6,9 %"
Grassi saturi,"1,3 g","6,0 %"
Grassi monoinsaturi,"1,3 g","4,4 %"
Grassi polinsaturi,"0,9 g","5,7 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"23,0 g","31,5 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"58,3 mg","194,4 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"91,6 g","4,6 %"
