Minerali,per porzione,% RDA
Calcio,"128,1 mg","12,8 %"
Rame,"< 0,1 mg","7,6 %"
Ferro,"0,7 mg","4,5 %"
Magnesio,"20,9 mg","7,0 %"
Manganese,"0,3 mg","15,1 %"
Fosforo,"125,2 mg","17,9 %"
Potassio,"248,8 mg","12,4 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"0,5 mg","7,7 %"
