Minerali,per porzione,% RDA
Calcio,"120,5 mg","12,1 %"
Rame,"0,6 mg","55,1 %"
Ferro,"3,8 mg","25,6 %"
Magnesio,"71,3 mg","23,8 %"
Manganese,"1,4 mg","69,7 %"
Fosforo,"270,6 mg","38,7 %"
Potassio,"425,6 mg","21,3 %"
Selenio,"< 0,1 mg","19,7 %"
Zinco,"2,7 mg","38,3 %"
