Valori nutrizionali,per porzione,% RDA
Valore calorico,117 kcal 488 kJ,"5,8 %"
Grassi,"2,4 g","3,8 %"
Grassi saturi,"0,6 g","2,7 %"
Grassi monoinsaturi,"1,1 g","3,8 %"
Grassi polinsaturi,"0,4 g","2,8 %"
Carboidrati,"19,5 g","7,3 %"
Zuccheri,"0,7 g","1,4 %"
Proteine,"3,9 g","5,3 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"20,7 mg","69,1 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"10,5 g","0,5 %"
