Minerali,per porzione,% RDA
Calcio,"281,9 mg","28,2 %"
Rame,"0,3 mg","30,4 %"
Ferro,"0,9 mg","5,7 %"
Magnesio,"24,3 mg","8,1 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"211,4 mg","30,2 %"
Potassio,"255,2 mg","12,8 %"
Selenio,"< 0,1 mg","14,6 %"
Zinco,"0,2 mg","3,5 %"
