Valori nutrizionali,per porzione,% RDA
Valore calorico,82 kcal 343 kJ,"4,1 %"
Grassi,"1,0 g","1,6 %"
Grassi saturi,"0,2 g","1,0 %"
Grassi monoinsaturi,"0,2 g","0,6 %"
Grassi polinsaturi,"0,2 g","1,6 %"
Carboidrati,"2,2 g","0,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"14,9 g","20,4 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"48,0 mg","160,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"80,3 g","4,0 %"
