Valori nutrizionali,per porzione,% RDA
Valore calorico,661 kcal 2.769 kJ,"33,1 %"
Grassi,"69,0 g","106,2 %"
Grassi saturi,"42,7 g","194,1 %"
Grassi monoinsaturi,"21,3 g","73,3 %"
Grassi polinsaturi,"2,1 g","13,7 %"
Carboidrati,"39,4 g","14,7 %"
Zuccheri,"1,2 g","2,4 %"
Proteine,"17,0 g","23,3 %"
Fibre alimentari,"21,9 g","7,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"1,8 g","< 0,1 %"
