Valori nutrizionali,per porzione,% RDA
Valore calorico,299 kcal 1.251 kJ,"14,9 %"
Grassi,"0,8 g","1,2 %"
Grassi saturi,"0,2 g","0,9 %"
Grassi monoinsaturi,"< 0,1 g","0,2 %"
Grassi polinsaturi,"0,3 g","2,2 %"
Carboidrati,"55,5 g","20,7 %"
Zuccheri,"0,8 g","1,5 %"
Proteine,"19,0 g","26,1 %"
Fibre alimentari,"12,6 g","4,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"183,7 g","9,2 %"
