Valori nutrizionali,per porzione,% RDA
Valore calorico,113 kcal 472 kJ,"5,6 %"
Grassi,"2,3 g","3,6 %"
Grassi saturi,"0,0 g","0,0 %"
Grassi monoinsaturi,"1,5 g","5,2 %"
Grassi polinsaturi,"0,8 g","5,0 %"
Carboidrati,"22,0 g","8,2 %"
Zuccheri,"12,7 g","25,3 %"
Proteine,"0,7 g","0,9 %"
Fibre alimentari,"0,7 g","0,2 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"214,3 g","10,7 %"
