Minerali,per porzione,% RDA
Calcio,"8,0 mg","0,8 %"
Rame,"< 0,1 mg","3,7 %"
Ferro,"0,4 mg","2,7 %"
Magnesio,"4,8 mg","1,6 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"47,8 mg","6,8 %"
Potassio,"84,3 mg","4,2 %"
Selenio,"< 0,1 mg","17,5 %"
Zinco,"0,8 mg","11,3 %"
