Minerali,per porzione,% RDA
Calcio,"5,6 mg","0,6 %"
Rame,"< 0,1 mg","3,5 %"
Ferro,"2,0 mg","13,3 %"
Magnesio,"6,1 mg","2,0 %"
Manganese,"0,2 mg","8,5 %"
Fosforo,"38,8 mg","5,5 %"
Potassio,"41,3 mg","2,1 %"
Selenio,"< 0,1 mg","8,7 %"
Zinco,"0,2 mg","2,8 %"
