Valori nutrizionali,per porzione,% RDA
Valore calorico,186 kcal 779 kJ,"9,3 %"
Grassi,"9,8 g","15,1 %"
Grassi saturi,"4,5 g","20,7 %"
Grassi monoinsaturi,"3,4 g","11,9 %"
Grassi polinsaturi,"1,2 g","7,8 %"
Carboidrati,"15,7 g","5,9 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"8,8 g","12,1 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"29,0 mg","96,8 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"95,5 g","4,8 %"
