Valori nutrizionali,per porzione,% RDA
Valore calorico,614 kcal 2.572 kJ,"30,7 %"
Grassi,"35,0 g","53,9 %"
Grassi saturi,"12,0 g","54,7 %"
Grassi monoinsaturi,"12,1 g","41,6 %"
Grassi polinsaturi,"6,5 g","43,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"69,8 g","95,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"133,7 g","6,7 %"
