Minerali,per porzione,% RDA
Calcio,"61,7 mg","6,2 %"
Rame,"0,4 mg","44,0 %"
Ferro,"2,5 mg","16,4 %"
Magnesio,"37,0 mg","12,3 %"
Manganese,"0,6 mg","31,2 %"
Fosforo,"156,2 mg","22,3 %"
Potassio,"706,9 mg","35,3 %"
Selenio,"< 0,1 mg","21,9 %"
Zinco,"1,9 mg","27,6 %"
