Valori nutrizionali,per porzione,% RDA
Valore calorico,601 kcal 2.518 kJ,"30,1 %"
Grassi,"2,2 g","3,4 %"
Grassi saturi,"0,7 g","3,0 %"
Grassi monoinsaturi,"0,6 g","1,9 %"
Grassi polinsaturi,"0,8 g","5,2 %"
Carboidrati,"127,3 g","47,5 %"
Zuccheri,"4,0 g","8,1 %"
Proteine,"17,9 g","24,5 %"
Fibre alimentari,"2,0 g","0,7 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"2,1 g","0,4 %"
Acqua,"13,8 g","0,7 %"
