Minerali,per porzione,% RDA
Calcio,"0,8 mg","< 0,1 %"
Rame,"< 0,1 mg","2,4 %"
Ferro,"4,4 mg","29,6 %"
Magnesio,"3,5 mg","1,2 %"
Manganese,"0,2 mg","10,5 %"
Fosforo,"13,7 mg","2,0 %"
Potassio,"15,8 mg","0,8 %"
Selenio,"< 0,1 mg","4,9 %"
Zinco,"0,1 mg","2,1 %"
