Minerali,per porzione,% RDA
Calcio,"9,9 mg","1,0 %"
Rame,"0,1 mg","12,4 %"
Ferro,"0,9 mg","5,9 %"
Magnesio,"42,0 mg","14,0 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"61,8 mg","8,8 %"
Potassio,"686,7 mg","34,3 %"
Selenio,"< 0,1 mg","0,8 %"
Zinco,"0,1 mg","2,1 %"
