Minerali,per porzione,% RDA
Calcio,"1,0 mg","0,1 %"
Rame,"< 0,1 mg","1,6 %"
Ferro,"0,2 mg","1,0 %"
Magnesio,"2,2 mg","0,7 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"22,9 mg","3,3 %"
Potassio,"34,0 mg","1,7 %"
Selenio,"< 0,1 mg","8,5 %"
Zinco,"0,4 mg","6,0 %"
