Minerali,per porzione,% RDA
Calcio,"1,7 mg","0,2 %"
Rame,"< 0,1 mg","0,6 %"
Ferro,"< 0,1 mg","0,2 %"
Magnesio,"2,1 mg","0,7 %"
Manganese,"< 0,1 mg","0,7 %"
Fosforo,"3,6 mg","0,5 %"
Potassio,"34,7 mg","1,7 %"
Selenio,"< 0,1 mg","0,2 %"
Zinco,"< 0,1 mg","0,3 %"
