Valori nutrizionali,per porzione,% RDA
Valore calorico,13 kcal 56 kJ,"0,7 %"
Grassi,"0,4 g","0,7 %"
Grassi saturi,"< 0,1 g","0,4 %"
Grassi monoinsaturi,"0,3 g","1,0 %"
Grassi polinsaturi,"< 0,1 g","< 0,1 %"
Carboidrati,"2,5 g","0,9 %"
Zuccheri,"1,6 g","3,3 %"
Proteine,"< 0,1 g","< 0,1 %"
Fibre alimentari,"0,3 g","0,1 %"
Colesterolo,"1,4 mg","4,8 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"12,6 g","0,6 %"
