Minerali,per porzione,% RDA
Calcio,"98,7 mg","9,9 %"
Rame,"< 0,1 mg","7,4 %"
Ferro,"0,6 mg","3,7 %"
Magnesio,"35,9 mg","12,0 %"
Manganese,"1,5 mg","77,1 %"
Fosforo,"24,8 mg","3,5 %"
Potassio,"113,6 mg","5,7 %"
Selenio,"< 0,1 mg","0,7 %"
Zinco,"0,6 mg","8,7 %"
