Valori nutrizionali,per porzione,% RDA
Valore calorico,108 kcal 452 kJ,"5,4 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,4 %"
Carboidrati,"26,3 g","9,8 %"
Zuccheri,"24,2 g","48,4 %"
Proteine,"0,3 g","0,4 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"172,7 g","8,6 %"
