Valori nutrizionali,per porzione,% RDA
Valore calorico,519 kcal 2.173 kJ,"26,0 %"
Grassi,"33,6 g","51,7 %"
Grassi saturi,"29,0 g","131,7 %"
Grassi monoinsaturi,"2,0 g","6,7 %"
Grassi polinsaturi,"0,6 g","4,2 %"
Carboidrati,"58,4 g","21,8 %"
Zuccheri,"35,3 g","70,7 %"
Proteine,"2,3 g","3,2 %"
Fibre alimentari,"7,7 g","2,6 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"4,3 g","0,2 %"
