Valori nutrizionali,per porzione,% RDA
Valore calorico,76 kcal 318 kJ,"3,8 %"
Grassi,"4,6 g","7,0 %"
Grassi saturi,"1,1 g","5,2 %"
Grassi monoinsaturi,"2,6 g","9,0 %"
Grassi polinsaturi,"0,6 g","3,8 %"
Carboidrati,"8,2 g","3,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"0,7 g","0,9 %"
Fibre alimentari,"0,3 g","< 0,1 %"
Colesterolo,"4,6 mg","15,4 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"0,5 g","< 0,1 %"
