Valori nutrizionali,per porzione,% RDA
Valore calorico,51 kcal 214 kJ,"2,6 %"
Grassi,"< 0,1 g","0,1 %"
Grassi saturi,"< 0,1 g","< 0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,2 %"
Carboidrati,"12,2 g","4,6 %"
Zuccheri,"10,6 g","21,1 %"
Proteine,"0,4 g","0,6 %"
Fibre alimentari,"0,2 g","< 0,1 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"87,2 g","4,4 %"
