Valori nutrizionali,per porzione,% RDA
Valore calorico,387 kcal 1.620 kJ,"19,4 %"
Grassi,"30,6 g","47,1 %"
Grassi saturi,"19,5 g","88,5 %"
Grassi monoinsaturi,"8,7 g","29,9 %"
Grassi polinsaturi,"0,9 g","5,8 %"
Carboidrati,"4,8 g","1,8 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"23,4 g","32,0 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"103,0 mg","343,3 %"
Sodio,"0,7 g","0,1 %"
Acqua,"37,7 g","1,9 %"
